PCN,ISSUED,LOCATION,FINE
LS83577244,23/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83577255,23/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83577266,23/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83577277,23/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83577288,23/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83577302,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83577313,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83577324,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83577335,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83577346,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83577357,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83577368,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83577379,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8357738A,23/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83577390,23/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83577404,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83577415,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83577426,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83577437,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83577448,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8357746A,23/01/2018,"BUS LANE, VICAR LANE",60
LS83577470,23/01/2018,"BUS LANE, VICAR LANE",60
LS83577481,23/01/2018,"BUS LANE, VICAR LANE",60
LS83577492,23/01/2018,"BUS LANE, VICAR LANE",60
LS83577506,23/01/2018,"BUS LANE, VICAR LANE",60
LS83577517,23/01/2018,"BUS LANE, VICAR LANE",60
LS83577528,23/01/2018,"BUS LANE, VICAR LANE",60
LS83577539,23/01/2018,"BUS LANE, BOAR LANE",60
LS83578010,23/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578156,23/01/2018,"BUS LANE, CANAL STREET",60
LS83578258,23/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578360,23/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83578371,23/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83578440,23/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578451,23/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578542,23/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8357886A,23/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS8357894A,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83578950,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83578961,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83578972,23/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579137,23/01/2018,"BUS LANE, YORK RD SERVICE RD",60
LS83579272,23/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83579352,23/01/2018,"BUS LANE, BOAR LANE",60
LS83579363,23/01/2018,"BUS LANE, BOAR LANE",60
LS83578021,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578032,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578043,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578054,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578065,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578076,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578087,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578098,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578101,24/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578167,24/01/2018,"BUS LANE, CANAL STREET",60
LS83578178,24/01/2018,"BUS LANE, CANAL STREET",60
LS83578189,24/01/2018,"BUS LANE, CANAL STREET",60
LS8357819A,24/01/2018,"BUS LANE, CANAL STREET",60
LS83578203,24/01/2018,"BUS LANE, CANAL STREET",60
LS83578214,24/01/2018,"BUS LANE, CANAL STREET",60
LS83578225,24/01/2018,"BUS LANE, CANAL STREET",60
LS83578269,24/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8357827A,24/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578280,24/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578291,24/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578305,24/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578316,24/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578382,24/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83578393,24/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83578407,24/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83578418,24/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83578462,24/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578473,24/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578484,24/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578495,24/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578509,24/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS8357851A,24/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578553,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578564,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578575,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578586,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578597,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578600,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578611,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578622,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578633,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578644,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578655,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578666,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578677,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578688,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578699,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578702,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578713,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578724,24/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578870,24/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83578881,24/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83578892,24/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83578906,24/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83578917,24/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83578928,24/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83578939,24/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83578983,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83578994,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579002,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579013,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579024,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579035,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579046,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579057,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579068,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579079,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8357908A,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579090,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579148,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579159,24/01/2018,"BUS LANE, VICAR LANE",60
LS8357916A,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579170,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579181,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579192,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579206,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579217,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579228,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579239,24/01/2018,"BUS LANE, VICAR LANE",60
LS8357924A,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579250,24/01/2018,"BUS LANE, VICAR LANE",60
LS83579283,24/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83579294,24/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83579308,24/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83579319,24/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS8357932A,24/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83579374,24/01/2018,"BUS LANE, BOAR LANE",60
LS83579385,24/01/2018,"BUS LANE, BOAR LANE",60
LS83579396,24/01/2018,"BUS LANE, BOAR LANE",60
LS83579421,24/01/2018,"BUS LANE, BURLEY ROAD",60
LS83579432,24/01/2018,"BUS LANE, BURLEY ROAD",60
LS83579443,24/01/2018,"BUS LANE, BURLEY ROAD",60
LS83579454,24/01/2018,"BUS LANE, BURLEY ROAD",60
LS83579476,24/01/2018,"BUS LANE, HEADROW",60
LS83579487,24/01/2018,"BUS LANE, HEADROW",60
LS83579498,24/01/2018,"BUS LANE, HEADROW",60
LS83579501,24/01/2018,"BUS LANE, HEADROW",60
LS83579512,24/01/2018,"BUS LANE, HEADROW",60
LS83579523,24/01/2018,"BUS LANE, HEADROW",60
LS8358122A,24/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83581376,24/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581660,24/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83578112,25/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578123,25/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83578134,25/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83578145,25/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83578236,25/01/2018,"BUS LANE, CANAL STREET",60
LS83578247,25/01/2018,"BUS LANE, CANAL STREET",60
LS83578327,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578338,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578349,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8357835A,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83578429,25/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS8357843A,25/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83578520,25/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83578531,25/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83578735,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578746,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578757,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578768,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578779,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8357878A,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578790,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578804,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578815,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578826,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578837,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578848,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83578859,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83579104,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579115,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579126,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83579261,25/01/2018,"BUS LANE, VICAR LANE",60
LS83579330,25/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83579341,25/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS8357940A,25/01/2018,"BUS LANE, BOAR LANE",60
LS83579410,25/01/2018,"BUS LANE, BOAR LANE",60
LS83579465,25/01/2018,"BUS LANE, BURLEY ROAD",60
LS83580737,25/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83580748,25/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83580759,25/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8358076A,25/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83580792,25/01/2018,"BUS LANE, CANAL STREET",60
LS83580806,25/01/2018,"BUS LANE, CANAL STREET",60
LS83580817,25/01/2018,"BUS LANE, CANAL STREET",60
LS83580828,25/01/2018,"BUS LANE, CANAL STREET",60
LS83580839,25/01/2018,"BUS LANE, CANAL STREET",60
LS8358084A,25/01/2018,"BUS LANE, CANAL STREET",60
LS83580850,25/01/2018,"BUS LANE, CANAL STREET",60
LS83580908,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83580919,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8358092A,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83580930,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83580941,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83580952,25/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83580985,25/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83581037,25/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83581048,25/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83581059,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358106A,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581070,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581081,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581092,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581106,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581117,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581128,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581139,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358114A,25/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581230,25/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83581241,25/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83581252,25/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83581263,25/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS8358130A,25/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83581310,25/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83581332,25/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83581343,25/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83581354,25/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83581365,25/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83581387,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581398,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581401,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581412,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581423,25/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581456,25/01/2018,"BUS LANE, YORK RD SERVICE RD",60
LS83581467,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581478,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581489,25/01/2018,"BUS LANE, VICAR LANE",60
LS8358149A,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581503,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581514,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581525,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581536,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581547,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581558,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581569,25/01/2018,"BUS LANE, VICAR LANE",60
LS8358157A,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581580,25/01/2018,"BUS LANE, VICAR LANE",60
LS83581671,25/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581682,25/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581693,25/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581707,25/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581718,25/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581809,25/01/2018,"BUS LANE, BOAR LANE",60
LS8358181A,25/01/2018,"BUS LANE, BOAR LANE",60
LS83581820,25/01/2018,"BUS LANE, BOAR LANE",60
LS83581831,25/01/2018,"BUS LANE, BOAR LANE",60
LS83581842,25/01/2018,"BUS LANE, BOAR LANE",60
LS83581853,25/01/2018,"BUS LANE, BOAR LANE",60
LS83581864,25/01/2018,"BUS LANE, BOAR LANE",60
LS83581886,25/01/2018,"BUS LANE, BURLEY ROAD",60
LS83581897,25/01/2018,"BUS LANE, BURLEY ROAD",60
LS83581900,25/01/2018,"BUS LANE, BURLEY ROAD",60
LS83581922,25/01/2018,"BUS LANE, HEADROW",60
LS83581933,25/01/2018,"BUS LANE, HEADROW",60
LS83581944,25/01/2018,"BUS LANE, HEADROW",60
LS83581955,25/01/2018,"BUS LANE, HEADROW",60
LS83581966,25/01/2018,"BUS LANE, HEADROW",60
LS83581977,25/01/2018,"BUS LANE, HEADROW",60
LS83575908,26/01/2018,"BUS LANE, CALL LANE",60
LS83575919,26/01/2018,"BUS LANE, CALL LANE",60
LS8357592A,26/01/2018,"BUS LANE, CALL LANE",60
LS83575930,26/01/2018,"BUS LANE, CALL LANE",60
LS83575941,26/01/2018,"BUS LANE, CALL LANE",60
LS83575952,26/01/2018,"BUS LANE, CALL LANE",60
LS83575963,26/01/2018,"BUS LANE, CALL LANE",60
LS83575974,26/01/2018,"BUS LANE, CALL LANE",60
LS83575985,26/01/2018,"BUS LANE, CALL LANE",60
LS83575996,26/01/2018,"BUS LANE, CALL LANE",60
LS83576004,26/01/2018,"BUS LANE, CALL LANE",60
LS83580770,26/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83580781,26/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83580861,26/01/2018,"BUS LANE, CANAL STREET",60
LS83580872,26/01/2018,"BUS LANE, CANAL STREET",60
LS83580883,26/01/2018,"BUS LANE, CANAL STREET",60
LS83580894,26/01/2018,"BUS LANE, CANAL STREET",60
LS83580963,26/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83580974,26/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83580996,26/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83581004,26/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83581015,26/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83581026,26/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83581150,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581161,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581172,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581183,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581194,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581208,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581219,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83581274,26/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83581285,26/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83581296,26/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83581321,26/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83581434,26/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581445,26/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83581591,26/01/2018,"BUS LANE, VICAR LANE",60
LS83581605,26/01/2018,"BUS LANE, VICAR LANE",60
LS83581616,26/01/2018,"BUS LANE, VICAR LANE",60
LS83581627,26/01/2018,"BUS LANE, VICAR LANE",60
LS83581638,26/01/2018,"BUS LANE, VICAR LANE",60
LS83581649,26/01/2018,"BUS LANE, VICAR LANE",60
LS8358165A,26/01/2018,"BUS LANE, VICAR LANE",60
LS83581729,26/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS8358173A,26/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581740,26/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581751,26/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83581762,26/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83581773,26/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83581784,26/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83581795,26/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83581875,26/01/2018,"BUS LANE, BOAR LANE",60
LS83581911,26/01/2018,"BUS LANE, BURLEY ROAD",60
LS83581988,26/01/2018,"BUS LANE, HEADROW",60
LS83581999,26/01/2018,"BUS LANE, HEADROW",60
LS83582007,26/01/2018,"BUS LANE, HEADROW",60
LS83582018,26/01/2018,"BUS LANE, HEADROW",60
LS83582404,26/01/2018,"BUS LANE, CANAL STREET",60
LS83582415,26/01/2018,"BUS LANE, CANAL STREET",60
LS83582426,26/01/2018,"BUS LANE, CANAL STREET",60
LS83582448,26/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83582459,26/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8358246A,26/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83582481,26/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83582517,26/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83582528,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83582539,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358254A,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83582550,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83582561,26/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83582594,26/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83582608,26/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83582619,26/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS8358262A,26/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83582630,26/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83582641,26/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83582652,26/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83582663,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582674,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582685,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582696,26/01/2018,"BUS LANE, VICAR LANE",60
LS8358270A,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582710,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582721,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582732,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582743,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582754,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582765,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582776,26/01/2018,"BUS LANE, VICAR LANE",60
LS83582787,26/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83582798,26/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83582801,26/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83582812,26/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83582823,26/01/2018,"BUS LANE, BOAR LANE",60
LS83582845,26/01/2018,"BUS LANE, BURLEY ROAD",60
LS83582856,26/01/2018,"BUS LANE, BURLEY ROAD",60
LS83582867,26/01/2018,"BUS LANE, BURLEY ROAD",60
LS83582889,26/01/2018,"BUS LANE, HEADROW",60
LS8358289A,26/01/2018,"BUS LANE, HEADROW",60
LS83576015,27/01/2018,"BUS LANE, CALL LANE",60
LS83576026,27/01/2018,"BUS LANE, CALL LANE",60
LS83576037,27/01/2018,"BUS LANE, CALL LANE",60
LS83576048,27/01/2018,"BUS LANE, CALL LANE",60
LS83576059,27/01/2018,"BUS LANE, CALL LANE",60
LS8357606A,27/01/2018,"BUS LANE, CALL LANE",60
