PCN,ISSUED,LOCATION,FINE
LS83599087,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599098,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599101,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599112,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599123,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599134,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599145,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599338,10/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599440,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599451,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599462,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599473,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599484,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599495,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599509,10/02/2018,"BUS LANE, VICAR LANE",60
LS8359951A,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599520,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599531,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599542,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599553,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599564,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599575,10/02/2018,"BUS LANE, VICAR LANE",60
LS83599815,10/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83599826,10/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83599848,10/02/2018,"BUS LANE, BOAR LANE",60
LS83600018,10/02/2018,"BUS LANE, BURLEY ROAD",60
LS8359846A,11/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83598470,11/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83598481,11/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83598492,11/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83598539,11/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS8359854A,11/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83598550,11/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83598561,11/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83598619,11/02/2018,"BUS LANE, CANAL STREET",60
LS8359862A,11/02/2018,"BUS LANE, CANAL STREET",60
LS83598630,11/02/2018,"BUS LANE, CANAL STREET",60
LS83598641,11/02/2018,"BUS LANE, CANAL STREET",60
LS83598652,11/02/2018,"BUS LANE, CANAL STREET",60
LS83598663,11/02/2018,"BUS LANE, CANAL STREET",60
LS83598674,11/02/2018,"BUS LANE, CANAL STREET",60
LS83598685,11/02/2018,"BUS LANE, CANAL STREET",60
LS8359897A,11/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83598980,11/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83598991,11/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83599021,11/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83599032,11/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83599156,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599167,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599178,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599189,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8359919A,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599203,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599214,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599225,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599236,11/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599349,11/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8359935A,11/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599360,11/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599371,11/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599586,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599597,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599600,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599611,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599622,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599633,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599644,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599655,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599666,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599677,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599688,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599699,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599702,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599713,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599724,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599735,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599746,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599757,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599768,11/02/2018,"BUS LANE, VICAR LANE",60
LS83599790,11/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83599837,11/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83599859,11/02/2018,"BUS LANE, BOAR LANE",60
LS8359986A,11/02/2018,"BUS LANE, BOAR LANE",60
LS83599870,11/02/2018,"BUS LANE, BOAR LANE",60
LS83599881,11/02/2018,"BUS LANE, BOAR LANE",60
LS83599892,11/02/2018,"BUS LANE, BOAR LANE",60
LS83599906,11/02/2018,"BUS LANE, BOAR LANE",60
LS83599917,11/02/2018,"BUS LANE, BOAR LANE",60
LS83599928,11/02/2018,"BUS LANE, BOAR LANE",60
LS83599939,11/02/2018,"BUS LANE, BOAR LANE",60
LS8359994A,11/02/2018,"BUS LANE, BOAR LANE",60
LS83600029,11/02/2018,"BUS LANE, BURLEY ROAD",60
LS8360003A,11/02/2018,"BUS LANE, BURLEY ROAD",60
LS83598506,12/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83598517,12/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83598696,12/02/2018,"BUS LANE, CANAL STREET",60
LS8359870A,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598710,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598721,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598732,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598743,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598754,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598765,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598776,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598787,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598798,12/02/2018,"BUS LANE, CANAL STREET",60
LS83598903,12/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598914,12/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598925,12/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598936,12/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8359900A,12/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83599010,12/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83599043,12/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83599054,12/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83599065,12/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83599076,12/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83599247,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599258,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599269,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8359927A,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599280,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599291,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599305,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599316,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83599327,12/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83599382,12/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599393,12/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599407,12/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599418,12/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599429,12/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8359943A,12/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83599779,12/02/2018,"BUS LANE, VICAR LANE",60
LS8359978A,12/02/2018,"BUS LANE, VICAR LANE",60
LS83599804,12/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83599950,12/02/2018,"BUS LANE, BOAR LANE",60
LS83599961,12/02/2018,"BUS LANE, BOAR LANE",60
LS83599972,12/02/2018,"BUS LANE, BOAR LANE",60
LS83599983,12/02/2018,"BUS LANE, BOAR LANE",60
LS83599994,12/02/2018,"BUS LANE, BOAR LANE",60
LS83600007,12/02/2018,"BUS LANE, BOAR LANE",60
LS83600776,12/02/2018,"BUS LANE, CANAL STREET",60
LS83600787,12/02/2018,"BUS LANE, CANAL STREET",60
LS83601021,12/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83601087,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601098,12/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601280,12/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83601462,12/02/2018,"BUS LANE, VICAR LANE",60
LS83601473,12/02/2018,"BUS LANE, VICAR LANE",60
LS83601484,12/02/2018,"BUS LANE, VICAR LANE",60
LS83601633,12/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83601644,12/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83601655,12/02/2018,"BUS LANE, BOAR LANE",60
LS83601666,12/02/2018,"BUS LANE, BOAR LANE",60
LS83601677,12/02/2018,"BUS LANE, BOAR LANE",60
LS83601688,12/02/2018,"BUS LANE, BOAR LANE",60
LS83601702,12/02/2018,"BUS LANE, BURLEY ROAD",60
LS83601713,12/02/2018,"BUS LANE, BURLEY ROAD",60
LS83600732,13/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83600743,13/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83600798,13/02/2018,"BUS LANE, CANAL STREET",60
LS83600801,13/02/2018,"BUS LANE, CANAL STREET",60
LS83600812,13/02/2018,"BUS LANE, CANAL STREET",60
LS83600823,13/02/2018,"BUS LANE, CANAL STREET",60
LS83600834,13/02/2018,"BUS LANE, CANAL STREET",60
LS83600889,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8360089A,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600903,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600914,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600925,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600936,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600947,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600958,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600969,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8360097A,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600980,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83600991,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8360100A,13/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83601032,13/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83601043,13/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83601054,13/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83601065,13/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83601076,13/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83601101,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601112,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601123,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601134,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601145,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601156,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601167,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601178,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601189,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8360119A,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601203,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601214,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601225,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601236,13/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601269,13/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS8360127A,13/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83601291,13/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83601305,13/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83601316,13/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83601327,13/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83601338,13/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS8360135A,13/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601360,13/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601371,13/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601382,13/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601393,13/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601407,13/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601418,13/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601495,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601509,13/02/2018,"BUS LANE, VICAR LANE",60
LS8360151A,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601520,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601531,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601542,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601553,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601564,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601575,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601586,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601597,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601600,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601611,13/02/2018,"BUS LANE, VICAR LANE",60
LS83601699,13/02/2018,"BUS LANE, BOAR LANE",60
LS83601724,13/02/2018,"BUS LANE, BURLEY ROAD",60
LS83601735,13/02/2018,"BUS LANE, BURLEY ROAD",60
LS83600754,14/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83600765,14/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83600845,14/02/2018,"BUS LANE, CANAL STREET",60
LS83600856,14/02/2018,"BUS LANE, CANAL STREET",60
LS83600867,14/02/2018,"BUS LANE, CANAL STREET",60
LS83600878,14/02/2018,"BUS LANE, CANAL STREET",60
LS83601010,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83601247,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601258,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83601349,14/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83601429,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8360143A,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601440,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601451,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83601622,14/02/2018,"BUS LANE, VICAR LANE",60
LS83601746,14/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601757,14/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601768,14/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601779,14/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8360178A,14/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601881,14/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83601906,14/02/2018,"BUS LANE, CANAL STREET",60
LS83601917,14/02/2018,"BUS LANE, CANAL STREET",60
LS83601928,14/02/2018,"BUS LANE, CANAL STREET",60
LS83601939,14/02/2018,"BUS LANE, CANAL STREET",60
LS8360194A,14/02/2018,"BUS LANE, CANAL STREET",60
LS83601950,14/02/2018,"BUS LANE, CANAL STREET",60
LS83601961,14/02/2018,"BUS LANE, CANAL STREET",60
LS83602046,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602057,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602068,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602079,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8360208A,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602090,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602104,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602115,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602126,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602137,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602148,14/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602170,14/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83602181,14/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83602192,14/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83602206,14/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83602250,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602261,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602272,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602283,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602294,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602308,14/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602396,14/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS8360240A,14/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83602410,14/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83602421,14/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83602432,14/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602443,14/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602454,14/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602465,14/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602476,14/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602523,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602534,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602545,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602556,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602567,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602578,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602589,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8360259A,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602603,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602614,14/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8360275A,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602760,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602771,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602782,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602793,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602807,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602818,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602829,14/02/2018,"BUS LANE, VICAR LANE",60
LS83602975,14/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83602997,14/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83603027,14/02/2018,"BUS LANE, BOAR LANE",60
LS83603038,14/02/2018,"BUS LANE, BOAR LANE",60
LS83603049,14/02/2018,"BUS LANE, BOAR LANE",60
LS8360305A,14/02/2018,"BUS LANE, BOAR LANE",60
LS83603195,14/02/2018,"BUS LANE, BURLEY ROAD",60
LS83603209,14/02/2018,"BUS LANE, BURLEY ROAD",60
LS8360321A,14/02/2018,"BUS LANE, BURLEY ROAD",60
LS83603220,14/02/2018,"BUS LANE, BURLEY ROAD",60
LS83603231,14/02/2018,"BUS LANE, BURLEY ROAD",60
LS83603242,14/02/2018,"BUS LANE, BURLEY ROAD",60
LS83601790,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601804,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601815,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601826,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601837,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601848,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601859,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8360186A,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601870,15/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83601892,15/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83601972,15/02/2018,"BUS LANE, CANAL STREET",60
LS83601983,15/02/2018,"BUS LANE, CANAL STREET",60
LS83601994,15/02/2018,"BUS LANE, CANAL STREET",60
LS83602002,15/02/2018,"BUS LANE, CANAL STREET",60
LS83602013,15/02/2018,"BUS LANE, CANAL STREET",60
LS83602024,15/02/2018,"BUS LANE, CANAL STREET",60
LS83602035,15/02/2018,"BUS LANE, CANAL STREET",60
LS83602159,15/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8360216A,15/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83602217,15/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83602228,15/02/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83602239,15/02/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS8360224A,15/02/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83602319,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8360232A,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602330,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602341,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602352,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602363,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602374,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602385,15/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83602487,15/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602498,15/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602501,15/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602512,15/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83602625,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602636,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602647,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602658,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602669,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8360267A,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602680,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602691,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602705,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602716,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602727,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602738,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83602749,15/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8360283A,15/02/2018,"BUS LANE, VICAR LANE",60
LS83602840,15/02/2018,"BUS LANE, VICAR LANE",60
LS83602851,15/02/2018,"BUS LANE, VICAR LANE",60
